total_bills,paid_bills,status,location
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,210000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,211000000000.0,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
211000000000,,True,107
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
211000000000,,True,107
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
211000000000,,True,107
210000000000,,True,16
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
211000000000,,True,107
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
211000000000,,True,107
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
210000000000,,True,16
